,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20
0,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,0,0.0,0.0,0.972164859728054,10,1946.5,1,39.0,1,21.8736,346.8,1,울산광역시,울주군,U,-2.508764046739132,,2016,D
1,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,1,,,1.0950721625247486,13,1863.5,1,39.0,1,25.389,26.700000000000006,1,울산광역시,울주군,U,-2.508764046739132,,2016,D
2,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,2,,,0.23472104294788604,15,1341.0,1,39.0,1,15.2334,21.5,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
3,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,3,,,0.20740830899306492,15,1255.5,1,39.0,1,16.7958,44.6,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
4,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,4,,,0.630755685292791,15,1238.0,1,39.0,1,6.2496,123.0,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
5,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,5,,,-0.21593906730666104,16,1320.0,1,39.75,1,0.0,186.4,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
6,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,6,,,-0.3115336361485347,14,1098.5,1,39.75,2,0.0,184.5,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
7,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,7,,,-0.18862633335184,11,943.5,0,40.5,1,14.8428,115.8,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
8,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,8,,,1.4091686030051904,11,2227.0,0,40.5,1,14.4522,87.5,1,울산광역시,울주군,U,-2.508764046739132,,2016,D
9,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,9,,,-0.530035507787103,15,1235.0,0,40.5,2,0.0,6.800000000000002,1,울산광역시,울주군,U,-2.508764046739132,,2016,D
10,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,10,,,-0.4207845719678188,13,1052.0,0,41.25,2,0.0,18.7,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
11,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,11,,,-0.5027227738322819,11,881.5,0,41.25,2,0.0,158.9,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
12,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,12,,,-0.21593906730666104,11,1089.0,0,42.0,1,12.4992,281.1,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
13,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,13,,,0.23472104294788604,12,1496.0,0,42.0,1,15.624,310.4000000000001,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
14,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,14,,,0.2620337769027071,15,1684.0,0,42.75,1,5.859,173.4,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
15,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,15,,,-0.3661591040581767,17,1429.0,0,42.75,1,0.0,81.2,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
16,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,16,,,-0.4754100398774608,16,1294.5,0,43.5,2,0.0,31.5,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
17,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,17,,,0.4941920155186858,14,1276.0,0,45.75,1,24.9984,42.5,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
18,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,18,,,0.4941920155186858,15,1305.5,0,46.5,1,17.577,45.0,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
19,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,19,,,-0.3388463701033557,17,1482.0,0,46.5,1,0.0,31.4,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
20,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,20,,,-0.4207845719678188,17,1345.5,0,46.5,1,0.0,76.5,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
21,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,21,,,-0.21593906730666104,4,1199.0,0,50.25,1,11.3274,-343.0,1,울산광역시,울주군,U,-2.508764046739132,,2016,D
22,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,22,,,0.05718827224154933,5,1367.5,0,50.25,1,13.2804,-390.5,1,울산광역시,울주군,U,-2.508764046739132,,2016,D
23,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,23,,,0.20740830899306492,8,1672.0,0,50.25,1,17.9676,-334.6,1,울산광역시,울주군,U,-2.508764046739132,,2016,D
24,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,24,,,0.6990375201798437,12,2165.5,0,50.25,1,19.53,-146.4,1,울산광역시,울주군,U,-2.508764046739132,,2016,D
25,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,25,,,0.5215047494735069,15,1815.5,0,50.25,1,18.7488,-42.0,1,울산광역시,울주군,U,-2.508764046739132,,2016,D
26,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,26,,,-0.07937539753255586,19,1695.5,0,51.0,1,0.0,-9.0,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
27,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,27,,,-0.3934718380129977,18,1425.5,0,51.0,2,0.0,-28.4,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
28,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,28,,,-0.6256300766289765,15,1169.5,0,51.0,2,0.0,12.0,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
29,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,29,,,-0.5027227738322819,14,1085.5,0,51.0,2,0.0,12.1,2,울산광역시,울주군,U,-2.508764046739132,,2016,D
30,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,30,-0.0013695999999967512,-0.0010455000000035852,-0.5983173426741555,12,965.5,0,51.75,1,0.0,4.800000000000002,2,울산광역시,울주군,U,-6.496653570000002,,2016,D
31,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,31,,,-0.3934718380129977,11,1081.0,0,51.75,1,9.765,16.3,2,울산광역시,울주군,U,-6.496653570000002,,2016,D
32,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,32,,,0.7809757220443068,13,1944.5,0,51.75,1,19.9206,9.1,2,울산광역시,울주군,U,-6.496653570000002,,2016,D
33,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,33,,,0.09815737317378093,17,1736.5,0,51.75,1,17.577,-0.7000000000000001,2,울산광역시,울주군,U,-6.496653570000002,,2016,D
34,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,34,,,0.8082884559991277,21,2037.0,0,52.5,1,10.5462,-13.4,2,울산광역시,울주군,U,-6.496653570000002,,2016,D
35,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,35,,,-0.3661591040581767,24,1588.5,0,52.5,2,0.0,-7.1000000000000005,2,울산광역시,울주군,U,-6.496653570000002,,2016,D
36,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,36,,,-0.4480973059226397,23,1291.0,0,52.5,2,0.0,-1.0,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
37,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,37,,,-0.4754100398774608,22,1208.5,0,53.25,2,0.0,0.0,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
38,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,38,,,-0.5983173426741555,19,1043.5,0,53.25,2,0.0,-7.9,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
39,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,39,,,-0.530035507787103,16,959.0,0,53.25,1,0.0,1.1,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
40,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,40,,,0.09815737317378093,16,1295.0,0,54.0,1,19.53,3.6,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
41,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,41,,,0.4941920155186858,20,1754.5,0,54.0,1,0.0,-5.300000000000002,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
42,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,42,,,-0.07937539753255586,23,1471.5,0,54.0,1,0.0,-6.1000000000000005,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
43,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,43,,,-0.3388463701033557,25,1387.5,0,54.75,2,0.0,-4.0,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
44,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,44,,,-0.3934718380129977,25,1338.5,0,54.75,2,0.0,0.30000000000000004,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
45,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,45,,,-0.5027227738322819,22,1150.0,0,54.75,2,0.0,4.9,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
46,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,46,,,-0.530035507787103,17,961.5,0,54.75,2,0.0,0.8,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
47,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,47,,,-0.530035507787103,16,905.0,0,55.5,2,0.0,-7.7,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
48,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,48,,,-0.530035507787103,15,954.0,0,55.5,1,16.7958,-8.5,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
49,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,49,,,1.2862613002084955,20,2060.5,0,55.5,1,20.7018,-10.2,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
50,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,50,,,-0.6256300766289765,27,1040.0,0,56.25,2,0.0,1.6,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
51,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,51,,,-0.5027227738322819,28,1360.5,0,56.25,2,0.0,1.6,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
52,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,52,,,-0.4754100398774608,27,1352.0,0,56.25,2,0.0,-5.6000000000000005,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
53,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,53,,,-0.530035507787103,23,1171.0,0,56.25,2,0.0,-7.4,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
54,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,54,,,-0.530035507787103,20,997.0,0,57.0,2,0.0,0.8,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
55,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,55,,,-0.16131359939701895,17,1136.5,0,57.0,1,20.3112,2.4000000000000004,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
56,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,56,,,1.2862613002084955,20,2052.0,0,57.0,1,22.6548,6.2,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
57,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,57,,,-0.2432518012614821,25,1573.5,0,57.0,1,0.0,1.7000000000000002,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
58,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,58,,,-0.4207845719678188,27,1415.5,0,57.75,2,0.0,-4.800000000000002,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
59,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,59,,,-0.530035507787103,25,1261.5,0,57.75,2,0.0,-5.7,3,울산광역시,울주군,U,-6.496653570000002,,2016,D
60,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,60,-5.905999999811229e-05,-0.0006384999999795582,-0.530035507787103,21,1064.5,0,57.75,2,0.0,-15.8,3,울산광역시,울주군,U,2.051055873412699,,2016,D
61,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,61,,,-0.530035507787103,15,842.0,0,57.75,2,0.0,-16.7,3,울산광역시,울주군,U,2.051055873412699,,2016,D
62,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,62,,,-0.5027227738322819,10,801.0,0,57.75,2,0.0,-1.6,3,울산광역시,울주군,U,2.051055873412699,,2016,D
63,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,63,,,-0.6529428105837976,7,729.5,0,58.5,2,0.0,26.6,3,울산광역시,울주군,U,2.051055873412699,,2016,D
64,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,64,,,-0.6802555445386186,6,758.5,0,58.5,2,0.0,21.3,1,울산광역시,울주군,U,2.051055873412699,,2016,D
65,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,65,,,-0.5983173426741555,5,753.0,0,58.5,2,0.0,-5.1000000000000005,1,울산광역시,울주군,U,2.051055873412699,,2016,D
66,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,66,,,-0.6529428105837976,4,723.5,0,58.5,2,0.0,-14.6,1,울산광역시,울주군,U,2.051055873412699,,2016,D
67,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,67,,,-0.5027227738322819,1,715.5,0,59.25,2,0.0,-15.2,1,울산광역시,울주군,U,2.051055873412699,,2016,D
68,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,68,,,-0.6256300766289765,0,702.0,0,59.25,2,0.0,-15.2,1,울산광역시,울주군,U,2.051055873412699,,2016,D
69,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,69,,,-0.6256300766289765,0,703.0,0,59.25,2,0.0,-15.1,1,울산광역시,울주군,U,2.051055873412699,,2016,D
70,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,70,,,-0.5027227738322819,0,712.5,0,59.25,2,0.0,-15.0,1,울산광역시,울주군,U,2.051055873412699,,2016,D
71,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,71,,,-0.6256300766289765,0,713.0,0,59.25,2,0.0,-15.2,1,울산광역시,울주군,U,2.051055873412699,,2016,D
72,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,72,,,-0.5027227738322819,0,704.5,0,60.0,2,0.0,-15.0,1,울산광역시,울주군,U,2.051055873412699,,2016,D
73,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,73,,,-0.5027227738322819,0,717.0,0,60.0,2,0.0,-15.4,1,울산광역시,울주군,U,2.051055873412699,,2016,D
74,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,74,,,-0.5027227738322819,0,712.5,0,60.0,2,0.0,-15.7,1,울산광역시,울주군,U,2.051055873412699,,2016,D
75,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,75,,,-0.5027227738322819,0,714.0,0,60.0,2,0.0,-15.7,1,울산광역시,울주군,U,2.051055873412699,,2016,D
76,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,76,,,-0.5027227738322819,0,716.0,0,60.0,2,0.0,-14.1,1,울산광역시,울주군,U,2.051055873412699,,2016,D
77,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,77,,,-0.6529428105837976,0,715.0,0,60.0,2,0.0,-6.1000000000000005,1,울산광역시,울주군,U,2.051055873412699,,2016,D
78,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,78,,,-0.6529428105837976,0,713.0,0,60.0,2,0.0,-6.0,1,울산광역시,울주군,U,2.051055873412699,,2016,D
79,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,79,,,-0.5027227738322819,0,702.0,0,60.75,1,0.0,-5.300000000000002,1,울산광역시,울주군,U,2.051055873412699,,2016,D
80,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,80,,,-0.4754100398774608,0,733.0,0,60.75,1,0.0,-136.70000000000002,1,울산광역시,울주군,U,2.051055873412699,,2016,D
81,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,81,,,-0.07937539753255586,1,1279.0,0,60.75,1,14.0616,-455.1,1,울산광역시,울주군,U,2.051055873412699,,2016,D
82,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,82,,,0.15278284108342285,5,1572.5,0,60.75,1,15.624,-420.0,1,울산광역시,울주군,U,2.051055873412699,,2016,D
83,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,83,,,0.6990375201798437,10,2090.0,0,60.75,1,20.7018,-266.0,1,울산광역시,울주군,U,2.051055873412699,,2016,D
84,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,84,,,1.2452921992762642,14,2034.5,0,60.75,1,29.6856,-109.2,1,울산광역시,울주군,U,2.051055873412699,,2016,D
85,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,85,,,1.3408867681181378,19,1986.5,0,60.75,1,35.154,-42.1,1,울산광역시,울주군,U,2.051055873412699,,2016,D
86,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,86,,,2.488021594220621,28,2477.5,0,61.5,1,43.3566,-19.0,2,울산광역시,울주군,U,2.051055873412699,,2016,D
87,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,87,,,3.2118090440233784,34,2950.5,0,61.5,1,42.5754,-2.7,2,울산광역시,울주군,U,2.051055873412699,,2016,D
88,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,88,,,3.0615890072718632,41,3356.5,0,61.5,1,30.8574,-1.5,2,울산광역시,울주군,U,2.051055873412699,,2016,D
89,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,89,,,0.9311957587958224,45,2448.0,0,61.5,1,0.0,-1.5,3,울산광역시,울주군,U,2.051055873412699,,2016,D
90,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,90,2.3259999998970216e-05,-0.0012670000000127855,-0.3934718380129977,46,2013.5,0,62.25,1,0.0,-1.0,3,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
91,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,91,,,-0.4207845719678188,46,1685.0,0,62.25,2,0.0,-1.0,4,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
92,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,92,,,-0.7075682784934396,43,1632.0,0,62.25,2,0.0,-0.5,4,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
93,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,93,,,-0.8441319482675448,40,1492.0,0,63.0,2,0.0,0.0,4,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
94,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,94,,,-0.8441319482675448,33,1165.5,0,63.0,2,0.0,51.0,4,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
95,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,95,,,-0.8441319482675448,26,1096.5,0,63.0,2,0.0,177.20000000000005,3,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
96,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,96,,,-0.5573482417419239,20,927.5,0,63.75,2,0.0,283.3,3,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
97,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,97,,,-0.6256300766289765,19,901.5,0,63.75,1,0.0,197.0,3,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
98,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,98,,,-0.10668813148737692,18,1285.5,0,64.5,1,28.1232,31.8,3,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
99,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,99,,,1.7096086765082217,20,2128.5,0,64.5,1,0.0,17.7,3,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
100,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,100,,,-0.3934718380129977,24,1392.0,0,64.5,2,0.0,-13.0,3,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
101,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,101,,,-0.4207845719678188,24,1263.0,0,64.5,2,0.0,-7.2,3,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
102,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,102,,,-0.6256300766289765,20,1059.5,0,65.25,2,0.0,2.2,3,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
103,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,103,,,-0.5983173426741555,17,872.5,0,65.25,2,0.0,-8.5,3,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
104,1fbe8f642c1b6c23100534c9ef006089,2016-04-22 16:09:51,104,,,-0.530035507787103,13,807.5,0,65.25,2,0.0,-109.1,3,울산광역시,울주군,U,1.5483172652884636,0.00137616473558045,2016,D
